Dniva;AGI
Dniva14536;AT1G13360
Dniva14543;AT1G13220
Dniva14560;AT1G13000
Dniva14570;AT1G12810
Dniva14581;AT1G13090
Dniva1459;AT2G46915
Dniva14606;AT1G12770
Dniva14617;AT1G12710
Dniva14619;AT1G12650
Dniva1462;AT2G46880
Dniva14622;AT1G12672
Dniva1463;AT2G46960
Dniva1468;AT2G46990
Dniva14686;AT1G11940
Dniva1469;AT2G47010
Dniva14699;AT1G11910
Dniva147;AT2G42240
Dniva14709;AT1G11930
Dniva1472;AT2G46780
Dniva14731;AT1G12150
Dniva14766;AT1G11480
Dniva14775;AT1G11490
Dniva14782;AT1G11360
Dniva14785;AT1G11400
Dniva14786;AT1G11500
Dniva14794;AT1G11660
Dniva14799;AT1G11840
Dniva14804;AT4G11900
Dniva14809;AT1G11710
Dniva14814;AT1G11850
Dniva1483;AT2G46830
Dniva14848;AT1G11160
Dniva1485;AT2G46810
Dniva14854;AT1G11170
Dniva14855;AT1G11180
Dniva1486;AT2G46820
Dniva14868;AT1G11070
Dniva14869;AT1G10740
Dniva14871;AT1G11100
Dniva14872;AT1G10760
Dniva14879;AT1G11000
Dniva14889;AT4G09300
Dniva14895;AT1G10890
Dniva14918;AT1G10650
Dniva14919;AT1G10590
Dniva14934;AT1G10570
Dniva14936;AT1G10610
Dniva14945;AT1G10522
Dniva14962;AT1G10240
Dniva14987;AT1G10450
Dniva15001;AT1G10220
Dniva15013;AT1G09660
Dniva15014;AT1G09470
Dniva15015;AT1G09440
Dniva15017;AT1G09570
Dniva15023;AT1G09730
Dniva15024;AT1G09790
Dniva15028;AT1G09575
Dniva15036;AT1G09530
Dniva15042;AT1G09710
Dniva15051;AT1G09740
Dniva15067;AT1G10040
Dniva15071;AT1G09800
Dniva15072;AT1G09810
Dniva15076;AT1G09932
Dniva15077;AT1G09935
Dniva15089;AT1G10050
Dniva15090;AT1G10070
Dniva15117;AT1G09130
Dniva15120;AT1G09170
Dniva15121;AT1G09230
Dniva15123;AT1G09140
Dniva15126;AT1G09160
Dniva15132;AT3G15520
Dniva15135;AT1G09270
Dniva15138;AT1G09195
Dniva15164;AT1G08630
Dniva15171;AT1G08670
Dniva15174;AT1G08620
Dniva15177;AT1G08600
Dniva15180;AT1G08680
Dniva15188;AT1G08530
Dniva152;AT2G42210
Dniva15200;AT1G08820
Dniva15202;AT1G09060
Dniva15203;AT1G08800
Dniva15205;AT1G08810
Dniva15214;AT1G08720
Dniva15219;AT1G08845
Dniva15220;AT1G08830
Dniva15225;AT1G08750
Dniva15251;AT1G08350
Dniva15260;AT1G08060
Dniva15272;AT1G08125
Dniva15277;AT1G08035
Dniva15282;AT1G08390
Dniva1529;AT2G44140
Dniva15292;AT1G08300
Dniva15295;AT2G27775
Dniva15301;AT1G07640
Dniva15309;AT1G10095
Dniva15310;AT1G07620
Dniva15321;AT1G07710
Dniva15328;AT1G07890
Dniva15329;AT1G07960
Dniva15339;AT1G07745
Dniva1534;AT2G44280
Dniva15340;AT1G07840
Dniva15374;AT1G07060
Dniva15377;AT1G07050
Dniva15380;AT1G07120
Dniva15382;AT1G07150
Dniva15389;AT1G06850
Dniva15407;AT1G07175
Dniva15410;AT3G52510
Dniva15428;AT1G07270
Dniva15441;AT1G07280
Dniva15447;AT1G07330
Dniva15450;AT1G07460
Dniva15453;AT1G07320
Dniva15469;AT1G06190
Dniva15474;AT1G05870
Dniva15477;AT1G05970
Dniva15479;AT1G06110
Dniva15483;AT1G05960
Dniva15487;AT1G05850
Dniva15489;AT1G05760
Dniva15495;AT1G05860
Dniva15497;AT1G06060
Dniva15504;AT1G06220
Dniva15510;AT1G05750
Dniva15512;AT1G06230
Dniva15514;AT1G05730
Dniva15515;AT1G05710
Dniva15516;AT1G05830
Dniva15517;AT1G05820
Dniva1552;AT2G44420
Dniva15521;AT1G05880
Dniva15522;AT1G05785
Dniva15566;AT1G06470
Dniva15569;AT1G06410
Dniva15591;AT1G05460
Dniva15594;AT1G05610
Dniva15595;AT1G05280
Dniva15599;AT1G05385
Dniva15624;AT1G05410
Dniva15626;AT1G05380
Dniva15648;AT1G04490
Dniva15649;AT1G04500
Dniva15663;AT1G04830
Dniva15666;AT1G04590
Dniva15679;AT1G04640
Dniva15689;AT1G04550
Dniva15711;AT1G04950
Dniva15713;AT1G04960
Dniva15717;AT1G04990
Dniva15722;AT1G04985
Dniva15727;AT1G05030
Dniva15732;AT1G04970
Dniva15740;AT1G04945
Dniva15741;AT1G05000
Dniva15756;AT1G04240
Dniva15760;AT1G04050
Dniva15769;AT1G04300
Dniva15770;AT1G04310
Dniva15771;AT1G04280
Dniva15776;AT1G04130
Dniva15784;AT1G04080
Dniva15799;AT1G04445
Dniva15809;AT1G03457
Dniva1581;AT2G44580
Dniva15812;AT1G03470
Dniva15823;AT1G03740
Dniva15828;AT1G03920
Dniva15838;AT1G03840
Dniva15841;AT1G04020
Dniva15844;AT1G04030
Dniva15846;AT1G03780
Dniva15850;AT1G03830
Dniva15859;AT1G03620
Dniva15872;AT1G03850
Dniva1588;AT2G44820
Dniva15887;AT1G03080
Dniva15890;AT1G03210
Dniva15895;AT1G02990
Dniva15896;AT4G02380
Dniva1590;AT2G44850
Dniva15904;AT1G02880
Dniva15907;AT1G03055
Dniva15913;AT1G02860
Dniva15918;AT1G03190
Dniva1592;AT2G44710
Dniva15925;AT1G03180
Dniva15926;AT1G02850
Dniva15927;AT1G03310
Dniva15928;AT1G03120
Dniva15944;AT1G01380
Dniva15948;AT1G01160
Dniva15953;AT1G01240
Dniva15958;AT1G01260
Dniva15970;AT1G01320
Dniva15972;AT1G01170
Dniva15974;AT1G01060
Dniva15976;AT1G01050
Dniva15978;AT1G01080
Dniva1599;AT2G44500
Dniva15997;AT1G02610
Dniva15999;AT1G02630
Dniva16007;AT1G02310
Dniva16011;AT1G02270
Dniva16025;AT1G02750
Dniva16026;AT1G01020
Dniva16027;AT1G02580
Dniva16032;AT1G01030
Dniva16043;AT1G02410
Dniva16057;AT1G01715
Dniva16065;AT1G02065
Dniva16074;AT1G01690
Dniva16082;AT1G02010
Dniva16088;AT1G01520
Dniva16095;AT1G01550
Dniva16097;AT1G02120
Dniva16105;AT1G01490
Dniva1611;AT3G52120
Dniva16118;AT1G01660
Dniva16120;AT1G01880
Dniva16123;AT1G02090
Dniva16125;AT1G01860
Dniva16127;AT1G01740
Dniva16128;AT1G02020
Dniva1615;AT3G52100
Dniva1616;AT3G52050
Dniva16167;AT5G47060
Dniva1618;AT3G52150
Dniva16185;AT5G47090
Dniva16198;AT5G47240
Dniva1620;AT3G51950
Dniva16207;AT5G47435
Dniva1621;AT3G52110
Dniva16216;AT5G47380
Dniva16223;AT5G47430
Dniva1623;AT3G51940
Dniva16237;AT5G47455
Dniva16243;AT5G42140
Dniva16244;AT5G47690
Dniva16248;AT5G47740
Dniva16252;AT5G47800
Dniva16256;AT5G47630
Dniva16263;AT5G42210
Dniva16264;AT5G47650
Dniva16269;AT5G47620
Dniva16270;AT5G47730
Dniva16274;AT5G42220
Dniva1628;AT3G52160
Dniva16288;AT4G08320
Dniva16289;AT4G08290
Dniva16297;AT4G08240
Dniva16299;AT4G08280
Dniva16306;AT4G08330
Dniva16309;AT4G08230
Dniva1634;AT3G51960
Dniva16340;AT4G08550
Dniva16341;AT4G08510
Dniva16347;AT4G08390
Dniva1635;AT3G52070
Dniva16362;AT4G08460
Dniva1642;AT2G45640
Dniva16440;AT3G03660
Dniva16441;AT3G03620
Dniva1645;AT2G45670
Dniva16465;AT3G02930
Dniva16467;AT3G02940
Dniva1647;AT2G45460
Dniva16478;AT3G02890
Dniva16504;AT3G02920
Dniva16509;AT3G03010
Dniva16513;AT3G02980
Dniva16515;AT3G02860
Dniva1652;AT2G45500
Dniva16521;AT3G03250
Dniva16522;AT3G03260
Dniva16544;AT3G02160
Dniva16547;AT3G01140
Dniva16548;AT3G02150
Dniva16555;AT3G02180
Dniva1657;AT2G45490
Dniva16573;AT3G01150
Dniva16580;AT3G01210
Dniva16584;AT3G01085
Dniva16586;AT3G01390
Dniva16589;AT3G01050
Dniva16592;AT3G01170
Dniva16604;AT3G03790
Dniva16633;AT3G01360
Dniva16647;AT3G01610
Dniva16649;AT3G01630
Dniva16650;AT3G01560
Dniva16654;AT3G01920
Dniva16658;AT3G01810
Dniva1666;AT2G45480
Dniva16666;AT3G01516
Dniva16672;AT3G01860
Dniva16677;AT3G01830
Dniva16683;AT3G01770
Dniva16686;AT3G01790
Dniva16690;AT3G01540
Dniva16692;AT3G01435
Dniva16700;AT3G01410
Dniva16701;AT3G01710
Dniva16720;AT3G01990
Dniva16730;AT3G02750
Dniva16732;AT3G02060
Dniva16744;AT3G01980
Dniva16754;AT3G19330
Dniva16756;AT3G02830
Dniva16758;AT3G02660
Dniva16759;AT3G02850
Dniva16763;AT3G02820
Dniva16775;AT3G23860
Dniva16778;AT3G02555
Dniva16792;AT3G02440
Dniva16796;AT3G02400
Dniva16797;AT3G02500
Dniva16799;AT3G02560
Dniva16816;AT3G02340
Dniva16843;AT3G04130
Dniva1685;AT3G52250
Dniva16857;AT3G04280
Dniva16867;AT3G04160
Dniva1688;AT3G52210
Dniva16881;AT3G04980
Dniva16898;AT4G08630
Dniva16912;AT3G04970
Dniva16917;AT3G04930
Dniva16918;AT3G04870
Dniva16919;AT3G04890
Dniva16921;AT3G04940
Dniva1693;AT3G52440
Dniva16933;AT3G02260
Dniva16943;AT3G03950
Dniva16957;AT3G03970
Dniva16963;AT3G02290
Dniva1697;AT3G52270
Dniva16973;AT3G04590
Dniva16978;AT3G04030
Dniva16981;AT3G04610
Dniva16982;AT3G04520
Dniva16985;AT3G04450
Dniva16986;AT3G04580
Dniva17003;AT3G04380
Dniva17005;AT3G04630
Dniva1701;AT3G52260
Dniva17023;AT3G04370
Dniva17038;AT3G05210
Dniva17039;AT3G05190
Dniva17044;AT3G05150
Dniva17046;AT5G45220
Dniva17050;AT3G05140
Dniva17055;AT3G05090
Dniva17057;AT3G05050
Dniva1707;AT2G43040
Dniva17084;AT3G06450
Dniva17085;AT3G06480
Dniva17101;AT3G06330
Dniva1711;AT2G43000
Dniva1712;AT2G43140
Dniva17122;AT3G06130
Dniva17128;AT3G06290
Dniva17134;AT3G06370
Dniva17139;AT3G06340
Dniva17158;AT3G05830
Dniva17175;AT3G05920
Dniva17180;AT3G05820
Dniva17187;AT3G05935
Dniva17191;AT3G05900
Dniva17198;AT3G05860
Dniva17199;AT3G05810
Dniva17202;AT3G06040
Dniva17215;AT3G66652
Dniva1723;AT2G42920
Dniva17232;AT3G06520
Dniva17239;AT3G06590
Dniva17240;AT3G06790
Dniva17247;AT3G06600
Dniva1725;AT2G43010
Dniva1726;AT2G43090
Dniva1727;AT2G42890
Dniva17271;AT3G05750
Dniva17273;AT3G05740
Dniva17274;AT3G05625
Dniva17276;AT3G05510
Dniva17292;AT3G05700
Dniva17294;AT3G05675
Dniva17295;AT3G05720
Dniva17299;AT3G05690
Dniva1731;AT2G43110
Dniva17331;AT3G08870
Dniva17354;AT3G07590
Dniva17358;AT3G07610
Dniva17360;AT3G07390
Dniva17363;AT3G07550
Dniva17367;AT3G07420
Dniva17370;AT3G07340
Dniva17380;AT3G07330
Dniva17384;AT3G07300
Dniva174;AT2G41600
Dniva17400;AT3G09550
Dniva17401;AT3G09350
Dniva17402;AT3G09370
Dniva17407;AT3G09430
Dniva17414;AT3G09540
Dniva17415;AT3G09400
Dniva17435;AT3G07760
Dniva17436;AT3G07650
Dniva17444;AT3G07750
Dniva17447;AT3G07930
Dniva17452;AT3G07960
Dniva17454;AT3G07630
Dniva17456;AT5G20140
Dniva17465;AT3G07740
Dniva17466;AT3G07890
Dniva17483;AT3G05250
Dniva17484;AT3G05380
Dniva17486;AT3G05310
Dniva17494;AT3G05410
Dniva1750;AT2G46040
Dniva17502;AT3G05270
Dniva1752;AT2G45900
Dniva17521;AT3G05320
Dniva17528;AT3G08710
Dniva17532;AT3G08800
Dniva17536;AT3G08680
Dniva17537;AT3G08660
Dniva17551;AT3G08040
Dniva17552;AT3G08780
Dniva17554;AT3G08510
Dniva17556;AT3G08760
Dniva17559;AT3G08770
Dniva17585;AT3G08890
Dniva17594;AT3G08970
Dniva17606;AT3G08960
Dniva17610;AT3G09040
Dniva17613;AT3G09150
Dniva17614;AT3G09180
Dniva17616;AT3G09060
Dniva17633;AT3G06920
Dniva17638;AT3G07195
Dniva17640;AT3G07170
Dniva17659;AT3G06960
Dniva17662;AT3G06880
Dniva17666;AT3G07160
Dniva1767;AT2G45850
Dniva17676;AT3G07030
Dniva17683;AT3G10000
Dniva17693;AT3G10180
Dniva17694;AT3G10010
Dniva17700;AT3G10260
Dniva17709;AT3G10250
Dniva17712;AT3G10150
Dniva17713;AT3G10020
Dniva17714;AT3G10080
Dniva17731;AT3G11180
Dniva17740;AT3G11280
Dniva17741;AT3G11150
Dniva17751;AT3G06435
Dniva17763;AT3G09930
Dniva17770;AT3G09730
Dniva17777;AT3G09830
Dniva17781;AT3G09890
Dniva17790;AT3G09920
Dniva17794;AT3G09910
Dniva17803;AT3G09710
Dniva17805;AT3G09720
Dniva17808;AT3G09800
Dniva17816;AT3G10880
Dniva17817;AT3G11000
Dniva1785;AT2G46020
Dniva1786;AT2G46250
Dniva17867;AT3G11540
Dniva17868;AT3G11560
Dniva1787;AT2G45720
Dniva17870;AT3G11640
Dniva17875;AT3G11580
Dniva17877;AT3G11620
Dniva17879;AT3G11680
Dniva17883;AT3G11520
Dniva17885;AT3G11780
Dniva1789;AT2G46320
Dniva17890;AT3G11530
Dniva1790;AT2G46270
Dniva17904;AT3G12560
Dniva17905;AT3G12570
Dniva17907;AT3G12530
Dniva17917;AT3G12550
Dniva17918;AT3G12490
Dniva17923;AT3G12690
Dniva17935;AT3G11440
Dniva1794;AT2G45740
Dniva17983;AT3G13235
Dniva17984;AT3G13360
Dniva17985;AT3G13430
Dniva1799;AT2G45870
Dniva18010;AT3G12320
Dniva18013;AT3G11900
Dniva18024;AT3G11850
Dniva18027;AT3G12200
Dniva18029;AT3G11820
Dniva1803;AT2G46160
Dniva18047;AT3G10572
Dniva18067;AT3G10810
Dniva18071;AT3G10650
Dniva18097;AT3G10440
Dniva18108;AT3G10300
Dniva18121;AT3G10380
Dniva18135;AT3G12120
Dniva18142;AT3G12040
Dniva18145;AT3G12100
Dniva18146;AT3G11950
Dniva18147;AT3G11945
Dniva1817;AT2G45920
Dniva1820;AT3G61410
Dniva18211;AT3G13845
Dniva18214;AT3G13890
Dniva18215;AT3G14000
Dniva18223;AT3G13910
Dniva18227;AT3G14010
Dniva18228;AT3G14020
Dniva18233;AT3G13882
Dniva18251;AT3G13224
Dniva18256;AT3G13225
Dniva18257;AT3G13120
Dniva1828;AT2G46680
Dniva1830;AT2G46330
Dniva18308;AT3G13000
Dniva18315;AT3G12977
Dniva18321;AT3G13560
Dniva18323;AT3G13672
Dniva18325;AT3G13700
Dniva18332;AT3G13690
Dniva18333;AT4G34060
Dniva18334;AT3G13600
Dniva18336;AT3G13740
Dniva18337;AT3G13677
Dniva1836;AT2G46480
Dniva18364;AT3G14230
Dniva1837;AT2G46560
Dniva1838;AT2G46550
Dniva18402;AT3G13480
Dniva18410;AT3G20557
Dniva18419;AT3G13437
Dniva18433;AT3G14080
Dniva18437;AT3G14190
Dniva18440;AT3G14110
Dniva18444;AT3G14075
Dniva18447;AT3G14170
Dniva18463;AT3G13810
Dniva18464;AT3G13800
Dniva18466;AT3G13770
Dniva18467;AT3G13782
Dniva18477;AT3G15260
Dniva18479;AT3G15350
Dniva18481;AT3G15351
Dniva18483;AT3G15353
Dniva18484;AT3G15340
Dniva18501;AT1G52857
Dniva18518;AT3G15690
Dniva18519;AT4G26310
Dniva18520;AT3G15790
Dniva18524;AT3G15770
Dniva18526;AT3G15720
Dniva18539;AT3G15410
Dniva18544;AT3G15390
Dniva18561;AT3G14890
Dniva18562;AT3G14870
Dniva18565;AT3G14930
Dniva1857;AT2G46380
Dniva18591;AT3G15030
Dniva18593;AT3G15070
Dniva18594;AT3G14980
Dniva18596;AT3G15120
Dniva1860;AT2G46370
Dniva1861;AT2G46375
Dniva18623;AT3G15590
Dniva18630;AT3G15620
Dniva18642;AT3G15680
Dniva18653;AT3G16500
Dniva18658;AT3G16560
Dniva18663;AT3G16520
Dniva1867;AT2G46590
Dniva18680;AT3G16030
Dniva18686;AT3G16120
Dniva1869;AT2G46640
Dniva18695;AT3G15970
Dniva18704;AT2G17050
Dniva18712;AT3G15940
Dniva18715;AT2G17060
Dniva18729;AT4G24250
Dniva18747;AT3G16230
Dniva1875;AT2G46420
Dniva18753;AT3G16280
Dniva18767;AT3G16800
Dniva18771;AT3G16760
Dniva18776;AT3G16840
Dniva18782;AT3G16890
Dniva18787;AT3G16020
Dniva18795;AT3G16320
Dniva18807;AT3G16470
Dniva18818;AT3G17950
Dniva18821;AT3G17860
Dniva18822;AT3G17900
Dniva18823;AT3G17920
Dniva18827;AT3G17970
Dniva18828;AT3G17880
Dniva18830;AT3G17890
Dniva18845;AT3G17120
Dniva18853;AT3G17100
Dniva18857;AT3G17180
Dniva18897;AT3G14740
Dniva18907;AT3G17630
Dniva18908;AT3G17650
Dniva18911;AT3G17609
Dniva18912;AT3G17660
Dniva18939;AT3G18040
Dniva18948;AT3G18240
Dniva18955;AT3G18035
Dniva18970;AT3G18900
Dniva18982;AT3G18840
Dniva18984;AT3G18850
Dniva18996;AT3G18930
Dniva190;AT2G41640
Dniva19003;AT3G17300
Dniva19007;AT3G17210
Dniva19008;AT3G17360
Dniva19016;AT3G17310
Dniva1902;AT3G52660
Dniva19024;AT3G17450
Dniva1904;AT3G44960
Dniva19045;AT3G18550
Dniva19049;AT3G18410
Dniva19052;AT3G18500
Dniva19055;AT3G18430
Dniva19074;AT3G18280
Dniva19085;AT3G48205
Dniva19088;AT3G18670
Dniva1909;AT3G52630
Dniva19092;AT3G18610
Dniva19104;AT3G18760
Dniva19111;AT3G19570
Dniva19128;AT3G19580
Dniva19140;AT3G19080
Dniva19142;AT5G37290
Dniva19163;AT3G19020
Dniva19184;AT3G20640
Dniva192;AT2G41720
Dniva19204;AT3G19930
Dniva19212;AT3G19910
Dniva19226;AT3G19670
Dniva19230;AT3G19810
Dniva19232;AT3G19900
Dniva19248;AT3G20890
Dniva19256;AT3G20930
Dniva19284;AT3G19370
Dniva19288;AT3G19360
Dniva19289;AT3G19290
Dniva19290;AT3G19440
Dniva19297;AT3G19460
Dniva1930;AT2G44090
Dniva19303;AT3G19510
Dniva19307;AT3G19500
Dniva1933;AT2G43750
Dniva19330;AT3G22150
Dniva19334;AT3G22190
Dniva19336;AT3G22170
Dniva19357;AT3G20150
Dniva19359;AT3G20270
Dniva19360;AT3G20200
Dniva19361;AT3G19970
Dniva1937;AT2G43780
Dniva19377;AT3G20250
Dniva1939;AT2G43640
Dniva1940;AT2G44110
Dniva19403;AT3G21650
Dniva19409;AT3G21430
Dniva19424;AT3G20280
Dniva19432;AT3G20475
Dniva19451;AT3G20480
Dniva19468;AT3G21710
Dniva19469;AT3G21810
Dniva1948;AT2G43970
Dniva19499;AT3G24140
Dniva19514;AT3G24150
Dniva19524;AT3G24180
Dniva19528;AT3G24170
Dniva1953;AT2G43950
Dniva19546;AT3G22900
Dniva19554;AT3G22690
Dniva19579;AT3G24515
Dniva19584;AT3G24440
Dniva19595;AT3G24350
Dniva19609;AT3G21295
Dniva19612;AT3G21290
Dniva19615;AT3G21310
Dniva19622;AT3G21175
Dniva19626;AT3G21230
Dniva1963;AT2G43680
Dniva19656;AT3G22380
Dniva19657;AT3G22420
Dniva1966;AT2G43880
Dniva19663;AT3G22290
Dniva1967;AT2G43760
Dniva19676;AT5G56380
Dniva19679;AT3G22480
Dniva19698;AT3G22450
Dniva19712;AT3G23090
Dniva19727;AT3G23050
Dniva19754;AT3G23640
Dniva19761;AT3G23610
Dniva19762;AT3G23600
Dniva19763;AT3G23490
Dniva1977;AT2G44065
Dniva19772;AT3G23400
Dniva19773;AT3G23210
Dniva19783;AT3G23250
Dniva19787;AT3G23280
Dniva19791;AT3G23255
Dniva19792;AT3G23370
Dniva19796;AT3G23380
Dniva19816;AT3G25150
Dniva1982;AT2G43700
Dniva19828;AT3G24630
Dniva19833;AT3G24740
Dniva19835;AT3G24790
Dniva19836;AT3G24590
Dniva19839;AT3G24840
Dniva19842;AT3G24760
Dniva19843;AT3G24750
Dniva19846;AT3G24560
Dniva19849;AT3G25030
Dniva19859;AT2G05810
Dniva19866;AT2G05620
Dniva19876;AT2G04880
Dniva19882;AT2G05590
Dniva19898;AT2G04910
Dniva1991;AT3G46200
Dniva1994;AT3G46110
Dniva19941;AT3G23940
Dniva19971;AT3G23900
Dniva19980;AT3G23830
Dniva19994;AT3G23870
Dniva19995;AT3G23670
Dniva2000;AT3G46330
Dniva20028;AT2G14680
Dniva20032;AT2G14910
Dniva20033;AT2G14820
Dniva20034;AT2G14835
Dniva20044;AT2G14880
Dniva20049;AT2G14760
Dniva20052;AT5G02860
Dniva20074;AT3G55760
Dniva20075;AT2G06000
Dniva20101;AT2G05990
Dniva20109;AT2G06025
Dniva20121;AT2G11890
Dniva20124;AT4G24670
Dniva20125;AT2G12646
Dniva20130;AT3G25180
Dniva20135;AT2G14110
Dniva20140;AT2G14045
Dniva20141;AT2G13290
Dniva20144;AT2G10940
Dniva20145;AT2G13820
Dniva2015;AT3G46190
Dniva20153;AT1G53570
Dniva20161;AT2G10950
Dniva20163;AT2G14095
Dniva20166;AT2G11910
Dniva2018;AT3G45870
Dniva20181;AT2G04360
Dniva20199;AT2G04240
Dniva20205;AT2G04865
Dniva20207;AT3G25430
Dniva20209;AT2G04550
Dniva20212;AT2G04235
Dniva20220;AT2G04350
Dniva20221;AT2G04780
Dniva20223;AT3G25290
Dniva20224;AT2G04039
Dniva20227;AT2G04430
Dniva2024;AT3G45780
Dniva20246;AT2G17140
Dniva20250;AT2G17290
Dniva20270;AT2G17150
Dniva20278;AT1G26660
Dniva20299;AT2G19180
Dniva20301;AT2G19110
Dniva20302;AT2G19160
Dniva20325;AT2G17033
Dniva20327;AT2G16990
Dniva20341;AT2G16920
Dniva20342;AT1G34360
Dniva20348;AT2G17000
Dniva20349;AT2G17010
Dniva20375;AT2G17500
Dniva2038;AT3G45630
Dniva2039;AT3G45880
Dniva20393;AT2G17770
Dniva20398;AT2G17550
Dniva2040;AT3G45760
Dniva20409;AT2G17850
Dniva20411;AT2G17540
Dniva20413;AT2G17670
Dniva2042;AT3G45850
Dniva20444;AT2G18470
Dniva20446;AT2G18540
Dniva20469;AT2G16365
Dniva20471;AT2G16380
Dniva20472;AT2G16390
Dniva20482;AT2G16485
Dniva20485;AT2G16460
Dniva20486;AT2G16250
Dniva20505;AT2G16190
Dniva20512;AT2G20110
Dniva20526;AT2G20250
Dniva20532;AT2G20180
Dniva20560;AT2G20100
Dniva20573;AT2G19950
Dniva20580;AT2G20080
Dniva2063;AT3G46770
Dniva20630;AT2G15590
Dniva20633;AT2G15860
Dniva20635;AT2G15560
Dniva20641;AT2G15570
Dniva20646;AT2G15910
Dniva20648;AT2G16070
Dniva20673;AT2G18280
Dniva20680;AT2G18100
Dniva20681;AT2G18090
Dniva20682;AT2G18050
Dniva20683;AT2G18340
Dniva20687;AT4G02485
Dniva20689;AT2G18240
Dniva20691;AT2G18260
Dniva20700;AT2G18120
Dniva20702;AT2G17975
Dniva20703;AT2G18300
Dniva20707;AT2G17970
Dniva20728;AT2G20750
Dniva20729;AT2G20860
Dniva20733;AT2G20495
Dniva20736;AT2G20320
Dniva20740;AT2G20585
Dniva20742;AT2G20740
Dniva20743;AT2G20490
Dniva20745;AT2G20530
Dniva20751;AT2G20540
Dniva20783;AT2G20650
Dniva20794;AT2G20830
Dniva20803;AT2G20440
Dniva20806;AT2G20780
Dniva20817;AT2G19640
Dniva20818;AT1G64760
Dniva20836;AT2G19730
Dniva20837;AT2G19690
Dniva20860;AT2G19410
Dniva20862;AT2G19240
Dniva20871;AT2G19280
Dniva20920;AT5G01910
Dniva20924;AT4G32010
Dniva20925;AT5G37450
Dniva20926;AT5G01970
Dniva20927;AT5G01940
Dniva20936;AT5G01660
Dniva20939;AT5G01780
Dniva20941;AT5G01650
Dniva20954;AT5G01850
Dniva20957;AT5G01810
Dniva20958;AT5G01750
Dniva20983;AT5G01400
Dniva20985;AT5G01300
Dniva20986;AT5G01280
Dniva20996;AT5G01410
Dniva21008;AT5G01570
Dniva21009;AT5G01470
Dniva21012;AT5G01490
Dniva2102;AT3G48030
Dniva21021;AT5G01180
Dniva21027;AT5G01220
Dniva21038;AT5G01030
Dniva21043;AT5G02020
Dniva21071;AT5G02310
Dniva21081;AT5G02200
Dniva21083;AT5G02520
Dniva21094;AT5G02580
Dniva21097;AT3G09390
Dniva211;AT2G41945
Dniva21101;AT5G02390
Dniva21102;AT5G02530
Dniva21103;AT5G02600
Dniva21111;AT5G02290
Dniva21130;AT5G02880
Dniva21139;AT5G02840
Dniva21143;AT5G03120
Dniva21147;AT5G02740
Dniva21157;AT5G03180
Dniva21159;AT5G02720
Dniva21161;AT5G03050
Dniva21164;AT5G03040
Dniva21167;AT5G02810
Dniva21176;AT5G02950
Dniva21182;AT5G03210
Dniva21189;AT5G03570
Dniva21190;AT5G03320
Dniva21191;AT5G03270
Dniva21203;AT5G03415
Dniva21217;AT5G03530
Dniva21220;AT5G03380
Dniva21225;AT5G03440
Dniva21241;AT5G03670
Dniva21242;AT5G03660
Dniva21243;AT5G04040
Dniva21244;AT5G03640
Dniva21248;AT5G03990
Dniva21266;AT5G03860
Dniva21281;AT5G04000
Dniva21283;AT5G03730
Dniva21284;AT5G03970
Dniva21285;AT5G03720
Dniva21301;AT5G04360
Dniva21303;AT5G04290
Dniva2131;AT3G47600
Dniva21313;AT5G04250
Dniva2132;AT3G47630
Dniva21323;AT5G04080
Dniva21329;AT5G04150
Dniva21330;AT5G04110
Dniva21332;AT5G04310
Dniva21335;AT5G04220
Dniva21336;AT5G04090
Dniva21356;AT5G04490
Dniva21359;AT5G04560
Dniva21378;AT5G04670
Dniva21387;AT5G04420
Dniva21389;AT5G04550
Dniva21404;AT5G04840
Dniva21410;AT5G04750
Dniva21414;AT5G05010
Dniva21422;AT5G04885
Dniva21435;AT5G04830
Dniva21441;AT5G05080
Dniva21461;AT5G05180
Dniva21466;AT5G05310
Dniva21467;AT5G05210
Dniva21469;AT5G05270
Dniva21479;AT5G05360
Dniva21484;AT5G05380
Dniva21489;AT5G05260
Dniva2152;AT3G46590
Dniva21545;AT1G13825
Dniva21557;AT5G05700
Dniva21576;AT5G06510
Dniva21582;AT5G06270
Dniva21596;AT5G06250
Dniva21607;AT5G06440
Dniva21620;AT5G06280
Dniva21634;AT5G06100
Dniva2164;AT3G46540
Dniva21644;AT5G06220
Dniva21662;AT5G05790
Dniva21664;AT5G06110
Dniva21668;AT5G05800
Dniva21675;AT5G05930
Dniva21688;AT5G06800
Dniva21692;AT5G06930
Dniva21695;AT5G06980
Dniva21701;AT5G07150
Dniva21706;AT5G06620
Dniva21719;AT5G07120
Dniva21726;AT5G06690
Dniva21747;AT5G07480
Dniva21752;AT5G07240
Dniva21755;AT5G07380
Dniva21758;AT5G07400
Dniva21763;AT5G07190
Dniva21772;AT5G07370
Dniva21778;AT5G07590
Dniva21779;AT5G07250
Dniva21780;AT5G07390
Dniva2179;AT3G46640
Dniva21814;AT1G30160
Dniva21821;AT5G07740
Dniva21837;AT5G08139
Dniva21848;AT5G08070
Dniva21849;AT5G08080
Dniva21857;AT5G08000
Dniva21865;AT5G08180
Dniva21874;AT5G08030
Dniva21877;AT5G07920
Dniva21879;AT5G07890
Dniva21883;AT5G08110
